t,Phase,Marker,WR,HR,V'O2,V'CO2,FEetO2,FEetCO2,V'E,VT,BF,RpM
0:16:07.900,Exercise,,30,99,0.91,0.90,15.6,5.5,32.0,1.39,23,59
0:16:10.640,Exercise,,30,103,0.80,0.77,15.5,5.5,28.1,1.29,22,61
0:16:14.060,Exercise,,30,100,0.89,0.87,15.4,5.6,29.8,1.70,18,61
0:16:18.360,Exercise,,30,96,0.84,0.85,15.5,5.6,27.5,1.97,14,60
0:16:21.080,Exercise,,30,103,0.89,0.88,15.5,5.5,30.3,1.38,22,62
0:16:23.360,Exercise,,30,109,0.89,0.87,15.6,5.4,31.8,1.21,26,61
0:16:25.480,Exercise,,80,107,0.90,0.87,15.5,5.4,32.4,1.14,28,62
0:16:28.280,Exercise,,80,106,0.96,0.95,15.5,5.5,32.6,1.52,21,58
0:16:31.120,Exercise,,80,104,0.94,0.95,15.6,5.5,32.7,1.55,21,61
0:16:33.580,Exercise,,80,109,0.91,0.90,15.7,5.4,32.7,1.34,24,59
0:16:36.140,Exercise,,80,112,0.92,0.91,15.5,5.5,32.2,1.38,23,59
0:16:41.180,Exercise,,80,107,0.96,1.06,16.0,5.5,34.0,2.86,12,60
0:16:43.880,Exercise,,80,112,0.84,0.87,15.8,5.5,31.1,1.40,22,61
0:16:46.020,Exercise,,80,106,0.88,0.87,15.6,5.5,31.8,1.13,28,57
0:16:48.040,Exercise,,80,106,0.88,0.83,15.3,5.5,30.4,1.03,30,57
0:16:50.100,Exercise,,80,110,1.01,0.95,15.4,5.4,34.3,1.18,29,61
0:16:52.440,Exercise,,80,114,1.18,1.09,15.2,5.6,37.4,1.46,26,60
0:16:54.800,Exercise,,80,110,1.12,1.05,15.3,5.5,36.2,1.42,25,59
0:16:58.920,Exercise,,80,112,1.00,1.00,15.4,5.6,30.9,2.12,15,60
0:17:01.840,Exercise,,80,114,1.02,0.95,15.0,5.8,31.1,1.51,21,61
0:17:06.660,Exercise,,80,110,0.95,0.92,15.0,5.8,27.6,2.22,12,60
0:17:10.660,Exercise,,80,110,0.97,0.89,14.5,6.1,26.1,1.74,15,59
0:17:14.840,Exercise,,80,114,0.99,0.89,14.3,6.1,26.0,1.81,14,61
0:17:17.400,Exercise,,80,117,1.15,0.96,14.1,6.1,31.0,1.32,23,61
0:17:22.380,Exercise,,80,109,1.01,0.92,14.5,6.0,26.4,2.19,12,62
0:17:25.900,Exercise,,80,112,1.18,1.04,14.4,6.0,30.8,1.81,17,61
0:17:28.860,Exercise,,80,114,1.17,1.00,14.2,6.0,30.3,1.50,20,58
0:17:32.080,Exercise,,80,119,1.28,1.10,14.1,6.1,32.0,1.72,19,58
0:17:36.120,Exercise,,80,114,1.33,1.22,14.6,5.9,35.3,2.38,15,61
0:17:39.180,Exercise,,80,112,1.27,1.13,14.6,5.9,35.5,1.81,20,61
0:17:41.920,Exercise,,80,114,1.09,0.96,14.7,5.8,32.1,1.47,22,61
0:17:44.340,Exercise,,80,115,1.13,0.97,14.7,5.7,34.4,1.39,25,59
0:17:47.140,Exercise,,80,112,1.15,1.01,14.6,5.8,33.9,1.58,21,59
0:17:49.500,Exercise,,80,104,1.16,1.00,14.7,5.7,35.0,1.38,25,60
0:17:52.080,Exercise,,80,110,1.21,1.06,14.8,5.7,35.7,1.53,23,59
0:17:55.980,Exercise,,80,114,1.04,0.97,14.9,5.8,30.0,1.95,15,58
0:18:00.760,Exercise,,80,106,1.11,1.05,14.8,5.9,30.4,2.42,13,59
0:18:03.320,Exercise,,80,110,1.24,1.10,14.5,5.9,35.5,1.52,23,59
0:18:07.720,Exercise,,80,114,1.22,1.13,14.5,6.1,32.5,2.39,14,62
0:18:12.160,Exercise,,80,107,1.21,1.12,14.6,6.0,32.6,2.41,14,61
0:18:16.420,Exercise,,80,115,1.12,1.03,14.6,6.0,29.9,2.12,14,63
0:18:20.460,Exercise,,80,112,1.32,1.21,14.4,6.1,34.7,2.34,15,60
0:18:24.960,Exercise,,80,115,1.07,0.99,14.4,6.1,29.8,2.23,13,61
0:18:28.160,Exercise,,80,121,1.51,1.36,14.6,5.9,40.7,2.17,19,60
0:18:32.380,Exercise,,80,110,1.21,1.13,14.7,6.0,33.1,2.33,14,61
0:18:35.020,Exercise,,80,114,1.26,1.12,14.7,5.9,36.4,1.60,23,60
0:18:38.100,Exercise,,80,119,1.01,0.87,14.6,5.9,29.6,1.52,19,60
0:18:42.060,Exercise,,80,112,1.26,1.12,14.3,6.1,33.0,2.18,15,60
0:18:45.880,Exercise,,80,112,1.49,1.37,14.7,6.0,40.6,2.59,16,60
0:18:50.080,Exercise,,80,114,1.22,1.17,15.1,5.8,35.1,2.46,14,58
0:18:53.840,Exercise,,80,106,1.28,1.22,14.9,5.9,37.0,2.32,16,60
0:18:57.640,Exercise,,80,115,1.15,1.07,14.7,6.0,33.2,2.10,16,61
0:19:01.440,Exercise,,80,104,1.24,1.17,14.9,5.9,35.2,2.23,16,61
0:19:04.260,Exercise,,80,104,1.21,1.11,15.0,5.7,37.2,1.75,21,61
0:19:08.560,Exercise,,80,110,1.28,1.25,15.1,5.8,38.9,2.79,14,58
0:19:11.380,Exercise,,80,115,1.06,0.98,15.1,5.7,32.8,1.54,21,61
0:19:14.800,Exercise,,80,117,1.16,1.06,14.7,6.0,33.0,1.88,18,63
0:19:17.380,Exercise,,80,110,1.30,1.15,14.7,5.9,38.4,1.65,23,58
0:19:20.000,Exercise,,80,115,1.16,1.01,14.8,5.7,34.3,1.50,23,60
0:19:23.760,Exercise,,80,110,1.27,1.18,14.9,5.8,37.1,2.33,16,60
0:19:27.520,Exercise,,80,107,1.07,1.02,14.8,5.9,30.9,1.94,16,59
0:19:32.100,Exercise,,80,112,1.07,1.01,14.5,6.2,28.6,2.19,13,59
0:19:35.100,Exercise,,80,109,1.24,1.08,13.9,6.4,31.8,1.59,20,60
0:19:39.300,Exercise,,80,112,1.01,0.89,14.2,6.2,25.8,1.81,14,60
0:19:42.240,Exercise,,80,109,1.16,0.97,14.1,6.1,30.4,1.49,20,59
0:19:45.080,Exercise,,80,114,1.38,1.15,14.4,5.9,36.1,1.71,21,59
0:19:47.960,Exercise,,110,119,1.42,1.24,14.7,5.7,39.8,1.91,21,65
0:19:50.100,Exercise,,110,121,1.25,1.08,14.7,5.7,36.9,1.32,28,61
0:19:52.320,Exercise,,110,121,1.33,1.14,14.3,5.9,37.3,1.38,27,64
0:19:57.220,Exercise,,110,125,1.10,1.03,14.1,6.3,30.0,2.46,12,66
0:20:01.220,Exercise,,110,125,1.25,1.12,14.1,6.3,31.3,2.08,15,64
0:20:05.320,Exercise,,110,107,1.30,1.15,14.0,6.3,32.5,2.22,15,64
0:20:09.180,Exercise,,110,117,1.36,1.19,14.0,6.3,34.2,2.20,16,65
0:20:13.200,Exercise,,110,117,1.46,1.31,13.9,6.3,35.5,2.38,15,64
0:20:16.640,Exercise,,110,115,1.42,1.27,14.4,6.0,37.1,2.13,17,61
0:20:19.720,Exercise,,110,117,1.30,1.15,14.2,6.1,33.9,1.74,19,59
0:20:22.300,Exercise,,110,117,1.03,0.87,14.1,6.1,29.0,1.25,23,66
0:20:25.320,Exercise,,110,119,1.56,1.34,14.0,6.2,38.7,1.95,20,65
0:20:27.720,Exercise,,110,119,1.39,1.16,14.0,6.1,37.2,1.49,25,67
0:20:30.880,Exercise,,110,125,1.41,1.22,13.9,6.2,35.3,1.86,19,71
0:20:33.800,Exercise,,110,121,1.36,1.17,14.0,6.1,35.7,1.74,21,73
0:20:36.240,Exercise,,110,121,1.41,1.20,14.0,6.1,37.9,1.54,25,73
0:20:38.720,Exercise,,110,125,1.41,1.21,14.1,6.0,38.4,1.59,24,73
0:20:42.540,Exercise,,110,127,1.18,1.04,14.1,6.2,30.4,1.94,16,72
0:20:46.300,Exercise,,110,119,1.55,1.34,13.6,6.5,35.3,2.21,16,73
0:20:49.520,Exercise,,110,125,1.75,1.52,13.6,6.5,40.3,2.16,19,72
0:20:52.020,Exercise,,110,123,1.84,1.56,13.7,6.3,45.1,1.88,24,74
0:20:56.280,Exercise,,110,119,1.46,1.34,14.3,6.1,37.2,2.64,14,72
0:20:59.820,Exercise,,110,125,1.64,1.49,14.0,6.4,40.2,2.37,17,75
0:21:03.740,Exercise,,110,121,1.46,1.32,13.9,6.4,35.9,2.35,15,77
0:21:07.740,Exercise,,110,125,1.78,1.64,14.0,6.4,43.8,2.92,15,75
0:21:11.880,Exercise,,110,125,1.47,1.36,14.1,6.4,36.9,2.55,14,75
0:21:16.080,Exercise,,110,123,1.65,1.53,14.0,6.5,39.5,2.76,14,79
0:21:19.720,Exercise,,110,125,1.96,1.82,14.3,6.2,49.3,2.99,16,78
0:21:23.560,Exercise,,110,119,1.66,1.60,14.6,6.2,44.0,2.82,16,79
0:21:27.080,Exercise,,110,121,1.69,1.62,14.7,6.1,45.5,2.67,17,79
0:21:30.480,Exercise,,110,125,1.60,1.57,14.8,6.1,43.8,2.48,18,78
0:21:34.140,Exercise,,110,121,1.66,1.62,14.5,6.3,44.4,2.71,16,77
0:21:37.440,Exercise,,110,121,1.63,1.58,15.0,6.0,47.6,2.62,18,76
0:21:40.120,Exercise,,110,125,1.62,1.57,15.0,5.9,46.4,2.07,22,77
0:21:42.400,Exercise,,110,125,1.54,1.47,15.0,5.8,46.4,1.76,26,77
0:21:45.620,Exercise,,110,123,1.60,1.55,14.6,6.2,44.2,2.37,19,77
0:21:48.200,Exercise,,110,125,1.52,1.42,14.7,6.1,43.5,1.87,23,77
0:21:51.840,Exercise,,110,127,1.33,1.26,14.2,6.5,36.2,2.20,16,79
0:21:55.100,Exercise,,110,125,1.53,1.45,14.7,6.0,41.8,2.27,18,74
0:21:57.340,Exercise,,110,127,1.71,1.56,14.3,6.3,47.1,1.76,27,74
0:22:00.980,Exercise,,110,125,1.41,1.32,14.3,6.3,36.3,2.21,16,74
0:22:03.660,Exercise,,110,123,1.56,1.42,14.3,6.3,41.5,1.85,22,75
0:22:08.260,Exercise,,110,123,1.61,1.55,14.3,6.4,42.0,3.22,13,76
